"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA13/0704","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2014,"1084","Community Facilities","0","1042","1042"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA13/0715","Approved","two lot subdivision","two lot subdivision","POTTSVILLE","DevUnit",,,2014,"1073","Community Facilities","0","1389","1389"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0006","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2014,"1061","Community Facilities","0","1042","1042"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0050","Approved","detached dual occupancy","detached dual occupancy","TWEED HEADS WEST","DevUnit",,,2014,"8282","Community Facilities","0","1053","1053"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0085","Approved","change of use of existing structures to a dwelling and rural tourist facility","change of use of existing structures to a dwelling and rural","MOUNT WARNING","DevUnit",,,2015,"4069","Community Facilities","0","2282","2282"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0086","Approved","two lot subdivision","two lot subdivision","TERRANORA","DevUnit",,,2014,"1709","Community Facilities","0","1457","1389"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0087","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2014,"1084","Community Facilities","0","1053","1053"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0124","Approved","proposed dwelling to create a detached dual occupancy","proposed dwelling to create a detached dual occupancy","KINGSCLIFF","DevUnit",,,2014,"8443","Community Facilities","0","588","588"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0164","Court Appr","dual use of existing tourist accommodation - residential and tourist accommodation","dual use of existing tourist accommodation - residential and","KINGSCLIFF","DevUnit",,,2014,"1019","Community Facilities","0","16255","16255"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0189","Approved","change of use and use of three unlawful structures as a rural tourist facility","change of use and use of three unlawful structures as a rura","LIMPINWOOD","DevUnit",,,2015,"1084","Community Facilities","0","3463","3463"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0211","Approved","alterations and additions to dual occupancy","alterations and additions to dual occupancy","CLOTHIERS CREEK","DevUnit",,,2014,"2059","Community Facilities","0","234","234"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0273","Approved","construction of thirteen townhouses","construction of thirteen townhouses","TWEED HEADS SOUTH","DevUnit",,,2014,"1853","Community Facilities","0","14286","14286"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0288","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2014,"1083","Community Facilities","0","1229","1229"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0353","Approved","two lot subdivision","two lot subdivision","BILAMBIL HEIGHTS","DevUnit",,,2014,"2098","Community Facilities","0","926.64","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0435","Approved","21 lot subdivision and associated road infrastructure","21 lot subdivision and associated road infrastructure","BOGANGAR","DevUnit",,,2016,"8573","Community Facilities","0","25413.3","24225"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0480","Approved","two lot subdivision and two dwellings","two lot subdivision and two dwellings","KINGSCLIFF","DevUnit",,,2015,"1076","Community Facilities","0","1404","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0515","Approved","two lot subdivision and two single dwellings - staged development","two lot subdivision and two single dwellings - staged develo","FINGAL HEAD","DevUnit",,,2014,"5523","Community Facilities","0","1404","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0522","Approved","multi-dwelling housing comprising of four units","multi-dwelling housing comprising of four units","TWEED HEADS SOUTH","DevUnit",,,2014,"1324","Community Facilities","0","3919","3919"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0545","Approved","dual occupancy (attached)","dual occupancy (attached)","TERRANORA","DevUnit",,,2014,"1066","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0654","Approved","eco-tourist facility","eco-tourist facility","MOUNT BURRELL","DevUnit",,,2015,"2298","Community Facilities","0","2282","2282"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0760","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2015,"5484","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0763","Approved","dual occupancy (attached)","dual occupancy (attached)","KINGSCLIFF","DevUnit",,,2015,"2045","Community Facilities","0","1071","1071"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0798","Approved","dual occupancy (detached)","dual occupancy (detached)","POTTSVILLE","DevUnit",,,2015,"4433","Community Facilities","0","1229","1229"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA14/0855","Approved","four lot subdivision","four lot subdivision","KIELVALE","DevUnit",,,2015,"1076","Community Facilities","0","4212","4212"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0003","Approved","50 lot residential subdivision and associated earthworks, civil works, landscaping and demolition of existing child care facility","50 lot residential subdivision and associated earthworks, ci","KINGSCLIFF","DevUnit",,,2015,"8487","Community Facilities","0","66317","66317"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0079","Approved","subdivision of six lots into 22 lots (Stage 11)","subdivision of six lots into 22 lots (Stage 11)","KINGSCLIFF","DevUnit",,,2016,"1077","Community Facilities","0","22576","22576"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0080","Approved","subdivision of five lots into 17 lots (Stage 13)","subdivision of five lots into 17 lots (Stage 13)","KINGSCLIFF","DevUnit",,,2016,"1077","Community Facilities","0","17484","17484"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0081","Approved","subdivision of one lot into six lots (Stage 14)","subdivision of one lot into six lots (Stage 14)","KINGSCLIFF","DevUnit",,,2016,"7950","Community Facilities","0","7285","7285"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0082","Approved","subdivision of four lots into 17 lots (Stage 12)","subdivision of four lots into 17 lots (Stage 12)","KINGSCLIFF","DevUnit",,,2016,"1077","Community Facilities","0","18941","18941"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0097","Approved","staged development including subdivision (lot consolidation, stratum, strata, community title), mixed use development (23 dual use residential/tourist units, 8 commercial tenancies, outdoor dining) and small lot housing (7 dwelling houses) with associated","staged development including subdivision (lot consolidation,","KINGSCLIFF","DevUnit",,,2015,"1095","Community Facilities","0","14762","10353"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0156","Approved","two lot subdivision","two lot subdivision","POTTSVILLE","DevUnit",,,2015,"1079","Community Facilities","0","1404","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0158","Approved","dual occupancy (detached)","dual occupancy (detached)","KINGSCLIFF","DevUnit",,,2015,"1083","Community Facilities","0","1053","1053"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0175","Approved","four lot community title subdivision","four lot community title subdivision","BANORA POINT","DevUnit",,,2015,"4135","Community Facilities","0","1404","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0218","Approved","multi dwelling housing comprising 15 dwellings","multi dwelling housing comprising 15 dwellings","BANORA POINT","DevUnit",,,2015,"1085","Community Facilities","0","17108","17108"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0265","Approved","2 lot subdivision","2 lot subdivision","TYGALGAH","DevUnit",,,2015,"1093","Community Facilities","0","926.64","1404"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0293","Approved","five into four lot subdivision (boundary adjustment)","five into four lot subdivision (boundary adjustment)","KINGSCLIFF","DevUnit",,,2015,"1094","Community Facilities","0","1411","1411"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0310","Approved","five into 20 lot subdivision, 20 dwellings each with a pool, three of which incorporate secondary dwellings and associated civil works - Stage 2 of 2","five into 20 lot subdivision, 20 dwellings each with a pool,","KINGSCLIFF","DevUnit",,,2015,"1075","Community Facilities","0","21165","21165"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0312","Approved","seven into 26 lot subdivision, 26 dwellings with a pool, two secondary dwellings and associated civil works - Stage 1 of 2","seven into 26 lot subdivision, 26 dwellings with a pool, two","KINGSCLIFF","DevUnit",,,2015,"1075","Community Facilities","0","26809","26809"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0313","Approved","five into 22 lot subdivision, 22 dwellings, 16 of which have a pool, six secondary dwellings and associated civil works","five into 22 lot subdivision, 22 dwellings, 16 of which have","KINGSCLIFF","DevUnit",,,2016,"1075","Community Facilities","0","23987","23987"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0352","Approved","four lot subdivision","four lot subdivision","KIELVALE","DevUnit",,,2015,"4295","Community Facilities","2923.2","4384.8","1461.6"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0410","Approved","detached dual occupancy","detached dual occupancy","TERRANORA","DevUnit",,,2015,"1066","Community Facilities","0","1411","1411"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0443","Approved","2 lot subdivision","2 lot subdivision","BILAMBIL","DevUnit",,,2015,"1076","Community Facilities","0","1165.6","1165.6"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0444","Approved","demolition of existing farm sheds and 7 lot residential subdivision in 3 stages","demolition of existing farm sheds and 7 lot residential subd","COBAKI","DevUnit",,,2015,"4098","Community Facilities","0","4786.82","3832.64"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0485","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2015,"1094","Community Facilities","0","1411","1411"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0495","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2015,"1094","Community Facilities","0","1411","1411"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0711","Approved","additions and alterations to an existing dwelling to create an attached dual occupancy","additions and alterations to an existing dwelling to create ","FINGAL HEAD","DevUnit",,,2016,"1435","Community Facilities","0","1093","1058"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0716","Approved","demolition of existing dwelling and construction of residential flat building","demolition of existing dwelling and construction of resident","KINGSCLIFF","DevUnit",,,2016,"1080","Community Facilities","0","3643","115"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0739","Approved","12 townhouses","12 townhouses","KINGSCLIFF","DevUnit",,,2016,"1075","Community Facilities","0","12385","12385"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0771","Approved","dual occupancy (attached)","dual occupancy (attached)","POTTSVILLE","DevUnit",,,2015,"5562","Community Facilities","0","1058","1058"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0773","Approved","multi-dwelling housing consisting of 12 townhouses","multi-dwelling housing consisting of 12 townhouses","KINGSCLIFF","DevUnit",,,2016,"1075","Community Facilities","0","9975","9975"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0774","Approved","construction of a new dwelling to create an attached dual occupancy with alterations to existing dwelling","construction of a new dwelling to create an attached dual oc","POTTSVILLE","DevUnit",,,2016,"2096","Community Facilities","0","1058","1058"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0828","Approved","three townhouses","three townhouses","BOGANGAR","DevUnit",,,2016,"1024","Community Facilities","0","3028","3028"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0882","Approved","two lot subdivision","two lot subdivision","CHINDERAH","DevUnit",,,2016,"1095","Community Facilities","0","1511.51","1511.51"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0924","Approved","demolition of existing carport and construction of second dwelling to create a dual occupancy","demolition of existing carport and construction of second dw","POTTSVILLE","DevUnit",,,2016,"2340","Community Facilities","0","1058","1058"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/0979","Approved","two lot subdivision","two lot subdivision","BILAMBIL HEIGHTS","DevUnit",,,2016,"4444","Community Facilities","0","941.92","941.92"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA15/1037","Approved","demolition of existing structure and construction of mixed use development comprising shops, cafe, medical centre and shop top housing (4 dwellings)","demolition of existing structure and construction of mixed u","POTTSVILLE","DevUnit",,,2016,"4134","Community Facilities","0","2125","2125"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0011","Approved","demolition of existing shed, multi dwelling housing development and five lot strata subdivision","demolition of existing shed, multi dwelling housing developm","KINGSCLIFF","DevUnit",,,2016,"1567","Community Facilities","0","4423","4423"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0013","Approved","townhouse development comprising 16 units (residential and tourist use) & strata subdivision","townhouse development comprising 16 units (residential and t","KINGSCLIFF","DevUnit",,,2016,"1075","Community Facilities","0","13113","13113"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0015","Approved","dual occupancy (detached) and 2 lot strata subdivision","dual occupancy (detached) and 2 lot strata subdivision","MURWILLUMBAH","DevUnit",,,2016,"5986","Community Facilities","0","1235","1235"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0024","Approved","detached dual occupancy","detached dual occupancy","HASTINGS POINT","DevUnit",,,2016,"3531","Community Facilities","0","1411","1411"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0029","Approved","proposed demolition of existing house, six (6) townhouse development and 7 lot strata subdivision","proposed demolition of existing house, six (6) townhouse dev","BANORA POINT","DevUnit",,,2017,"1265","Community Facilities","0","7695","7695"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0053","Approved","single storey dual occupancy","single storey dual occupancy","MURWILLUMBAH","DevUnit",,,2016,"1089","Community Facilities","0","588","588"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0054","Approved","2 storey dual occupancy","2 storey dual occupancy","MURWILLUMBAH","DevUnit",,,2016,"1089","Community Facilities","0","588","588"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0100","Approved","2 lot subdivision","2 lot subdivision","KUNGHUR","DevUnit",,,2016,"8720","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0102","Approved","multi dwelling housing development comprising 45 town houses","multi dwelling housing development comprising 45 town houses","TWEED HEADS SOUTH","DevUnit",,,2016,"1084","Community Facilities","0","51289","51289"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0133","Approved","2 lot subdivision","2 lot subdivision","UKI","DevUnit",,,2016,"1080","Community Facilities","0","1079.65","1079.65"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0145","Approved","additions to existing dwelling to create an attached dual occupancy","additions to existing dwelling to create an attached dual oc","SMITHS CREEK","DevUnit",,,2016,"2762","Community Facilities","0","385","32"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0186","Approved","2 lot subdivision","2 lot subdivision","BILAMBIL HEIGHTS","DevUnit",,,2016,"1081","Community Facilities","0","947.05","947.05"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0245","Approved","dual occupancy (detached), swimming pool, fence and 2 lot strata subdivision","dual occupancy (detached), swimming pool, fence and 2 lot st","KINGSCLIFF","DevUnit",,,2016,"1184","Community Facilities","0","1058","1058"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0273","Approved","alterations and additions to unit 2","alterations and additions to unit 2","TWEED HEADS WEST","DevUnit",,,2016,"1513","Community Facilities","0","235","235"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0328","Approved","rural workers dwelling","rural workers dwelling","CUDGERA CREEK","DevUnit",,,2016,"1469","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0366","Approved","dual occupancy (detached) and strata subdivision","dual occupancy (detached) and strata subdivision","POTTSVILLE","DevUnit",,,2016,"1094","Community Facilities","0","1069","1069"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0369","Approved","dual occupancy (detached) and strata subdivision","dual occupancy (detached) and strata subdivision","POTTSVILLE","DevUnit",,,2016,"1097","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0372","Approved","dual occupancy (detached) and strata subdivision","dual occupancy (detached) and strata subdivision","POTTSVILLE","DevUnit",,,2016,"1098","Community Facilities","0","1069","1069"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0375","Approved","dual occupancy (detached) and strata subdivision","dual occupancy (detached) and strata subdivision","POTTSVILLE","DevUnit",,,2016,"1098","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0379","Approved","dual occupancy (detached) and retaining walls","dual occupancy (detached) and retaining walls","POTTSVILLE","DevUnit",,,2016,"1098","Community Facilities","0","1069","1069"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0448","Approved","farm stay accommodation","farm stay accommodation","BYANGUM","DevUnit",,,2016,"4328","Community Facilities","0","2316","2316"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0450","Approved","multi dwelling housing (six townhouses) and associated earthworks","multi dwelling housing (six townhouses) and associated earth","TWEED HEADS","DevUnit",,,2016,"8117","Community Facilities","0","5344","5344"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0526","Approved","multi-dwelling housing development comprising 4 townhouses in 2 stages","multi-dwelling housing development comprising 4 townhouses i","BANORA POINT","DevUnit",,,2017,"2801","Community Facilities","2494","3648","1154"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0539","Approved","agricultural packing shed, care takers dwelling and office","agricultural packing shed, care takers dwelling and office","SOUTH MURWILLUMBAH","DevUnit",,,2017,"1059","Community Facilities","0","1624","1624"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0619","Approved","demolition of an existing dwelling and proposed new dual occupancy","demolition of an existing dwelling and proposed new dual occ","CUDGERA CREEK","DevUnit",,,2017,"1469","Community Facilities","0","0","831"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0635","Approved","demolition of existing structures and construction of 2 detached dual occupancies over two lots (4 residential units)","demolition of existing structures and construction of 2 deta","BANORA POINT","DevUnit",,,2017,"1341","Community Facilities","0","2138","2138"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0645","Approved","52 unit residential flat building including basement parking and swimming pool","52 unit residential flat building including basement parking","TWEED HEADS","DevUnit",,,2017,"5835","Community Facilities","0","50787","50787"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0658","Approved","two lot subdivision","two lot subdivision","BOGANGAR","DevUnit",,,2017,"3131","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0695","Approved","2 lot subdivision","2 lot subdivision","MOUNT BURRELL","DevUnit",,,2017,"1056","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0736","Approved","alterations to dual occupancy unit (unit 2)","alterations to dual occupancy unit (unit 2)","TWEED HEADS WEST","DevUnit",,,2017,"1078","Community Facilities","0","416","416"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0755","Approved","dual occupancy with swimming pools","dual occupancy with swimming pools","POTTSVILLE","DevUnit",,,2017,"5500","Community Facilities","0","1069","1069"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0762","Approved","Stage 1: change of use of existing units to permanent residential; 2 lot subdivision and 60 lot strata subdivision","Stage 1: change of use of existing units to permanent reside","BILAMBIL HEIGHTS","DevUnit",,,2017,"3762","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0764","Approved","alterations and additions to existing dual occupancy development to create multi-dwelling housing (comprised three (3) dwellings) and associated works","alterations and additions to existing dual occupancy develop","POTTSVILLE","DevUnit",,,2017,"5563","Community Facilities","0","772","772"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0766","Approved","demolition of existing dwelling, construction of nine senior housing units, hydrotherapy pool and associated communal facilities","demolition of existing dwelling, construction of nine senior","TWEED HEADS","DevUnit",,,2017,"1416","Community Facilities","0","8372","8372"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0772","Approved","townhouse development comprising 12 units","townhouse development comprising 12 units","TWEED HEADS","DevUnit",,,2017,"1608","Community Facilities","0","10688","10688"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0784","Approved","second unit to create dual occupancy (detached), demolition and strata subdivision","second unit to create dual occupancy (detached), demolition ","MURWILLUMBAH","DevUnit",,,2017,"1835","Community Facilities","0","0","1009"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0835","Approved","demolition of existing building and erection of 3 attached dwellings","demolition of existing building and erection of 3 attached d","KINGSCLIFF","DevUnit",,,2017,"1327","Community Facilities","0","2693","2494"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0849","Approved","minor demolition and addition of attached dual occupancy to existing dwelling","minor demolition and addition of attached dual occupancy to ","CUDGEN","DevUnit",,,2017,"3049","Community Facilities","0","1247","1247"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0857","Approved","townhouse development comprising five units (staged)","townhouse development comprising five units (staged)","TWEED HEADS SOUTH","DevUnit",,,2017,"1324","Community Facilities","0","5194","5194"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0896","Approved","mixed use development including shops and dual use shop top housing and serviced apartments","mixed use development including shops and dual use shop top ","BOGANGAR","DevUnit",,,2017,"3366","Community Facilities","0","5100","5100"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0907","Approved","erection of second unit to create detached dual occupancy and strata subdivision","erection of second unit to create detached dual occupancy an","BANORA POINT","DevUnit",,,2017,"2338","Community Facilities","0","1247","1247"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA16/0922","Approved","four lot subdivision","four lot subdivision","KINGSCLIFF","DevUnit",,,2017,"4397","Community Facilities","0","4275","4275"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0020","Approved","demolition of existing structures and erection of a dual occupancy (attached) and swimming pool","demolition of existing structures and erection of a dual occ","KINGSCLIFF","DevUnit",,,2017,"1897","Community Facilities","0","1425","1425"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0023","Approved","minor alterations/additions to existing backpackers' accommodation","minor alterations/additions to existing backpackers' accommo","BOGANGAR","DevUnit",,,2017,"3037","Community Facilities","0","2316","2316"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0049","Approved","two lot subdivision","two lot subdivision","BANORA POINT","DevUnit",,,2017,"2474","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0054","Approved","demolition of shed, construction of second dwelling to create an attached dual occupancy, carport, use of existing garage for a bedroom and  strata subdivision","demolition of shed, construction of second dwelling to creat","TWEED HEADS SOUTH","DevUnit",,,2017,"1533","Community Facilities","0","1247","1247"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0096","Approved","detached dual occupancy and strata subdivision","detached dual occupancy and strata subdivision","TWEED HEADS SOUTH","DevUnit",,,2017,"4044","Community Facilities","0","1539","1539"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0106","Approved","rural land sharing community comprising 6 dwellings (including 1 existing dwelling)","rural land sharing community comprising 6 dwellings (includi","CRABBES CREEK","DevUnit",,,2017,"2382","Community Facilities","2914","4371","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0111","Approved","three unit townhouse development (1 x 3 bedroom, 2 x 4 bedroom)","three unit townhouse development (1 x 3 bedroom, 2 x 4 bedro","KINGSCLIFF","DevUnit",,,2017,"1327","Community Facilities","0","2732","2732"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0141","Approved","two lot subdivision and alterations and additions to existing house","two lot subdivision and alterations and additions to existin","CUDGEN","DevUnit",,,2017,"4361","Community Facilities","0","1429.12","1429.12"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0149","Approved","eco-tourist facility","eco-tourist facility","SMITHS CREEK","DevUnit",,,2018,"3182","Community Facilities","1578","4735","3157"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0162","Approved","two lot subdivision and demolition of existing masonry shed","two lot subdivision and demolition of existing masonry shed","BANORA POINT","DevUnit",,,2017,"9274","Community Facilities","0","1412.88","1412.88"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0231","Approved","residential flat building, swimming pool, demolition of existing dwelling and tree removal","residential flat building, swimming pool, demolition of exis","KINGSCLIFF","DevUnit",,,2018,"1326","Community Facilities","0","17458","17458"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0254","Approved","alterations and additions to create detached dual occupancy and 2 lot strata subdivision","alterations and additions to create detached dual occupancy ","POTTSVILLE","DevUnit",,,2017,"307","Community Facilities","0","1275","1275"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0255","Approved","use of previously converted farm shed as farm stay accommodation","use of previously converted farm shed as farm stay accommoda","CAROOL","DevUnit",,,2018,"1111","Community Facilities","0","1032","1032"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0270","Approved","2 lot subdivision","2 lot subdivision","TWEED HEADS SOUTH","DevUnit",,,2017,"9351","Community Facilities","0","1539","1539"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0307","Approved","erection of second dwelling to create dual occupancy (detached) and two lot strata subdivision","erection of second dwelling to create dual occupancy (detach","TERRANORA","DevUnit",,,2017,"1038","Community Facilities","0","850","850"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0325","Approved","detached dual occupancy","detached dual occupancy","MURWILLUMBAH","DevUnit",,,2017,"1105","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0326","Approved","two lot subdivision","two lot subdivision","TERRANORA","DevUnit",,,2017,"4019","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0330","Approved","alterations and additions to existing dual occupancy including third storey extension, lift, extension and renovation of second storey and attached balcony and new covered entry to ground floor","alterations and additions to existing dual occupancy includi","KINGSCLIFF","DevUnit",,,2017,"1027","Community Facilities","0","257","257"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0348","Approved","construction of new dwelling to create detached dual occupancy","construction of new dwelling to create detached dual occupan","TERRANORA","DevUnit",,,2017,"2880","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0351","Approved","demolition of existing dwelling and shed and 2 lot subdivision","demolition of existing dwelling and shed and 2 lot subdivisi","BANORA POINT","DevUnit",,,2017,"325","Community Facilities","0","1457","1457"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0358","Approved","manufactured home estate","manufactured home estate","TWEED HEADS SOUTH","DevUnit",,,2018,"9351","Community Facilities","0","137863","144796"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0381","Approved","mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ","KINGSCLIFF","DevUnit",,,2017,"1094","Community Facilities","0","27805","25304"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0417","Approved","construction of a dwelling to create detached dual occupancy","construction of a dwelling to create detached dual occupancy","KINGSCLIFF","DevUnit",,,2017,"8335","Community Facilities","0","1093","1093"
"S94-15","S94-15 - Community Facilities (Shirewide)","DA17/0430","Approved","detached dual occupancy and 2 lot strata subdivision","detached dual occupancy and 2 lot strata subdivision","POTTSVILLE","DevUnit",,,2018,"4450","Community Facilities","0","1093","1093"
