Plan	Levy	Application ID	Decision	Application Description	Short Description	locality	AssessedBy	DeterminedBy	ApprovalDate	ApprovalYear	Property_No	Purpose	BALANCE	LEVIED	PAID
S94-04	S94-04 - Road Contribution Sector 12a	DA14/0849	Approved	restaurant and associated signage	restaurant and associated signage	CAROOL	DevUnit	Council	2015-05-29 10:28:57.000	2015	2815	Roads	13811.000000	39677.000000	-25866.000000
S94-04	S94-04 - Road Contribution Sector 12a	DA15/0265	Approved	2 lot subdivision	2 lot subdivision	TYGALGAH	DevUnit	Council	2015-06-02 07:36:52.000	2015	109331	Roads	0.000000	13130.470000	-13130.470000
S94-04	S94-04 - Road Contribution Sector 12a	DA15/0456	Approved	use of existing buildings as secondary school	use of existing buildings as secondary school	DUNGAY	DevUnit	Council	2015-11-17 14:37:44.000	2015	32493	Roads	50512.000000	75768.000000	-25256.000000
S94-04	S94-04 - Road Contribution Sector 12a	DA17/0255	Approved	use of previously converted farm shed as farm stay accommodation	use of previously converted farm shed as farm stay accommoda	CAROOL	DevUnit	Council	2018-05-24 10:49:57.000	2018	111138	Roads	0.000000	12783.000000	-12783.000000
S94-04	S94-04 - Road Contribution Sector 12a	DA18/0323	Approved	temporary use of land for private functions/events	temporary use of land for private functions/events	BILAMBIL	DevUnit	Council	2019-04-23 14:19:45.000	2019	40971	Roads	0.000000	9024.000000	-9024.000000
S94-04	S94-04 - Road Contribution Sector 12a	DA18/0971	Approved	Staged eco tourist facility comprising two (2) cabins (1 cabin per stage)	Staged eco tourist facility comprising two (2) cabins (1 cab	CAROOL	DevUnit	Council	2019-11-20 13:47:20.000	2019	9677	Roads	8849.000000	17698.000000	-8849.000000
S94-04	S94-04 - Road Contribution Sector 12a	DA19/0489	Approved	land based tank aquaculture for algae farming in two stages	land based tank aquaculture for algae farming in two stages	DULGUIGAN	DevUnit	Council	2020-03-30 09:54:41.000	2020	106426	Roads	71345.400000	71345.400000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	D93/0005	Approved	erection of six (6) cabins for tourist accommodation	erection of six (6) cabins for tourist accommodation	DUM DUM	DevUnit	Council	1993-02-24 00:00:00.000	1993	110964	Roads	0.000000	2791.660000	-2791.660000
S94-04	S94-04 - Road Contribution Sector 12b	DA07/0467	Approved	use of established bush tucker garden and existing farm shed as a rural tourist facility including guided tours of the garden, use of existing open sided farm shed for demonstrations and displays and as a lunch and rest area by visitors and groups	use of established bush tucker garden and existing farm shed	CHILLINGHAM	DevUnit	Council	2007-11-21 14:26:58.000	2007	11384	Roads	0.000000	2249.000000	-2249.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA07/0793	Approved	subdivision of 8 lots and public road into 4 lots, the use of existing buildings on proposed Lot 1 for dwelling house purposes and the conversion of existing dwellings on proposed Lots 3 and 4 to sheds	subdivision of 8 lots and public road into 4 lots, the use o	MOUNT WARNING	DevUnit	Council	2008-05-05 13:59:29.000	2008	44010	Roads	0.000000	40209.000000	-40209.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA08/0330	Approved	attached dual occupancy	attached dual occupancy	SMITHS CREEK	DevUnit	Council	2008-07-10 14:08:29.000	2008	15354	Roads	0.000000	12181.000000	-12181.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA08/0904	Approved	additions to existing tourist facility	additions to existing tourist facility	UPPER CRYSTAL CREEK	DevUnit	Council	2010-01-27 12:25:20.000	2010	2213	Roads	18558.000000	49488.000000	-30930.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA08/0933	Approved	six (6) lot subdivision	six (6) lot subdivision	CHILLINGHAM	DevUnit	Council	2009-07-24 08:43:56.000	2009	19945	Roads	0.000000	78832.000000	-78832.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA09/0313	Approved	five (5) lot subdivision comprising of four (4) residential lots and one (1) lot for public reserve dedication	five (5) lot subdivision comprising of four (4) residential 	UKI	DevUnit	Council	2010-02-16 08:10:23.000	2010	8869	Roads	0.000000	26806.000000	-26806.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA10/0053	Approved	three (3) lot rural residential subdivision	three (3) lot rural residential subdivision	SMITHS CREEK	DevUnit	Council	2010-07-15 16:21:45.000	2010	40640	Roads	11148.530000	22979.180000	-11830.650000
S94-04	S94-04 - Road Contribution Sector 12b	DA10/0592	Approved	construction of a temple/meditation hall, associated facilities and carpark	construction of a temple/meditation hall, associated facilit	UKI	DevUnit	Council	2011-06-14 12:45:26.000	2011	27613	Roads	46457.000000	46457.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA12/0070	Approved	construction of a dwelling to create a detached dual occupancy with alterations to existing dwelling	construction of a dwelling to create a detached dual occupan	UKI	DevUnit	Council	2012-06-21 15:08:48.000	2012	10658	Roads	0.000000	8732.000000	-8732.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA13/0050	Approved	two (2) lot subdivision	two (2) lot subdivision	SMITHS CREEK	DevUnit	Council	2013-05-23 14:30:46.000	2013	15888	Roads	14677.000000	14677.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA13/0121	Approved	minor boundary adjustment (stage 1) and two (2) lot subdivision (stage 2)	minor boundary adjustment (stage 1) and two (2) lot subdivis	CHILLINGHAM	DevUnit	Council	2013-09-25 13:58:23.000	2013	42908	Roads	0.000000	11579.360000	-11579.360000
S94-04	S94-04 - Road Contribution Sector 12b	DA13/0558	Approved	use part of an existing dwelling as a showroom for bulky goods	use part of an existing dwelling as a showroom for bulky goo	UKI	DevUnit	Council	2013-12-06 14:49:57.000	2013	8948	Roads	4513.000000	4513.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA13/0674	Approved	two (2) lot subdivision	two (2) lot subdivision	UKI	DevUnit	Council	2014-05-26 16:12:32.000	2014	10667	Roads	11454.300000	11454.300000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA13/0711	Approved	staged redevelopment of the Mount Warning Hotel incorporating demolition of existing structures and vegetation, construction of new single storey hotel, motel accommodation and associated infrastructure	staged redevelopment of the Mount Warning Hotel incorporatin	UKI	DevUnit	Council	2014-04-11 15:30:11.000	2014	106506	Roads	0.000000	0.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA14/0085	Approved	change of use of existing structures to a dwelling and rural tourist facility	change of use of existing structures to a dwelling and rural	MOUNT WARNING	DevUnit	Council	2015-06-30 10:28:57.000	2015	40699	Roads	0.000000	10759.000000	-10759.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA15/0360	Approved	four farm stay cabins, swimming pool and ancillary buildings and works	four farm stay cabins, swimming pool and ancillary buildings	CRYSTAL CREEK	DevUnit	Council	2016-01-13 09:57:39.000	2016	40169	Roads	24374.000000	24374.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA15/0494	Approved	erection of a second residential unit to create an attached dual occupancy, tourist accommodation, restaurant and raised viewing platform	erection of a second residential unit to create an attached 	UPPER CRYSTAL CREEK	DevUnit	Council	2015-09-14 10:38:02.000	2015	17938	Roads	18794.000000	18794.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA15/0629	Approved	2 lot subdivision	2 lot subdivision	CHILLINGHAM	DevUnit	Council	2015-12-02 14:38:16.000	2015	11449	Roads	11763.860000	11763.860000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA16/0133	Approved	2 lot subdivision	2 lot subdivision	UKI	DevUnit	Council	2016-06-06 15:33:48.000	2016	108069	Roads	0.000000	11508.980000	-11508.980000
S94-04	S94-04 - Road Contribution Sector 12b	DA16/0145	Approved	additions to existing dwelling to create an attached dual occupancy	additions to existing dwelling to create an attached dual oc	SMITHS CREEK	DevUnit	Council	2016-06-10 15:54:01.000	2016	27626	Roads	0.000000	3288.000000	-3288.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA16/0448	Approved	farm stay accommodation	farm stay accommodation	BYANGUM	DevUnit	Council	2016-10-25 11:32:54.000	2016	43280	Roads	0.000000	14921.000000	-14921.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA16/0936	Approved	bulk loading/delivery of extracted water and roadworks	bulk loading/delivery of extracted water and roadworks	ROWLANDS CREEK	DevUnit	Council	2018-10-05 08:34:00.000	2018	32530	Roads	15174.000000	15174.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA17/0149	Approved	eco-tourist facility	eco-tourist facility	SMITHS CREEK	DevUnit	Council	2018-06-28 12:00:11.000	2018	31820	Roads	11934.000000	35802.000000	-23868.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA17/0431	Approved	two lots into four lots staged subdivision (stage 1 – boundary adjustment between two lots, stage 2 – subdivision of 1 lot into 3 lots)	two lots into four lots staged subdivision (stage 1 – bounda	UKI	DevUnit	Council	2018-05-24 14:47:30.000	2018	8940	Roads	31278.000000	31278.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA17/0904	Approved	use of an existing structure as farm stay accommodation	use of an existing structure as farm stay accommodation	CRYSTAL CREEK	DevUnit	Council	2019-05-07 15:35:19.000	2019	39920	Roads	7587.000000	7587.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA18/0652	Approved	demolition of existing dwelling, tree removal and construction of a mixed use development comprising a dwelling, shop top housing unit, shops and signage	demolition of existing dwelling, tree removal and constructi	UKI	DevUnit	Council	2019-06-13 09:20:56.000	2019	8948	Roads	0.000000	9946.800000	-9946.800000
S94-04	S94-04 - Road Contribution Sector 12b	DA18/0750	Approved	2 lot subdivision	2 lot subdivision	SMITHS CREEK	DevUnit	Council	2019-02-15 10:09:24.000	2019	15892	Roads	0.000000	11707.740000	-11707.740000
S94-04	S94-04 - Road Contribution Sector 12b	DA21/0766	Approved	shop top housing	shop top housing	UKI	DevUnit	Council	2022-10-11 10:40:12.000	2022	23304	Roads	43937.000000	43937.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	DA22/0058	Approved	2 lot subdivision	2 lot subdivision	UKI	DevUnit	Council	2023-01-12 10:35:30.347	2023	10648	Roads	11553.910000	11553.910000	0.000000
S94-04	S94-04 - Road Contribution Sector 12b	S96/0129	Approved	14 lot rural subdivision	14 lot rural subdivision	NOBBYS CREEK	DevUnit	Council	1997-02-25 00:00:00.000	1997	1361	Roads	13790.000000	15169.000000	-1379.000000
S94-04	S94-04 - Road Contribution Sector 13	D97/0223	Approved	erection of an attached dual occupancy	erection of an attached dual occupancy	LIMPINWOOD	DevUnit	Council	1997-09-22 00:00:00.000	1997	22002	Roads	0.000000	6494.000000	-6494.000000
S94-04	S94-04 - Road Contribution Sector 13	DA03/0066	Approved	two (2) lot subdivision	two (2) lot subdivision	MOUNT BURRELL	DevUnit	Council	2003-05-30 14:59:00.000	2003	23350	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA03/0070	Approved	conversion of existing building to Chillingham Community Technology Centre	conversion of existing building to Chillingham Community Tec	CHILLINGHAM	DevUnit	Council	2003-04-24 14:21:51.000	2003	11447	Roads	0.000000	1789.200000	-1789.200000
S94-04	S94-04 - Road Contribution Sector 13	DA03/0174	Approved	two (2) lot subdivision	two (2) lot subdivision	COMMISSIONERS CREEK	DevUnit	Council	2003-06-03 09:56:02.000	2003	3861	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA03/1122	Approved	2 lot subdivision	2 lot subdivision	TYALGUM CREEK	DevUnit	Council	2003-12-16 10:45:18.000	2003	17841	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA03/1488	Approved	three lot subdivision	three lot subdivision	BRAYS CREEK	DevUnit	Council	2004-02-26 14:13:14.000	2004	25724	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA03/1785	Approved	2 lot subdivision	2 lot subdivision	PUMPENBIL	DevUnit	Council	2004-02-06 15:01:13.000	2004	5863	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA04/0175	Approved	rural landsharing community comprising 8 home improvement areas (SEPP 15) having eight (8) dwelling sites	rural landsharing community comprising 8 home improvement ar	LIMPINWOOD	DevUnit	Council	2005-12-21 16:32:44.000	2005	27657	Roads	10824.000000	32016.000000	-21192.000000
S94-04	S94-04 - Road Contribution Sector 13	DA04/0659	Approved	2 lot subdivision	2 lot subdivision	MOUNT BURRELL	DevUnit	Council	2004-12-03 08:30:56.000	2004	44676	Roads	0.000000	15635.000000	-15635.000000
S94-04	S94-04 - Road Contribution Sector 13	DA04/1048	Approved	 tourist cabin	 tourist cabin	BACK CREEK	DevUnit	Council	2004-12-21 07:55:16.000	2004	380	Roads	7216.000000	7216.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA04/1210	Approved	two lot rural subdivision	two lot rural subdivision	MIDGINBIL	DevUnit	Council	2005-02-02 12:21:32.000	2005	10559	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA05/0810	Approved	erection of an additional dwelling to form an attached dual occupancy	erection of an additional dwelling to form an attached dual 	LIMPINWOOD	DevUnit	Council	2005-10-24 11:52:50.000	2005	39625	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA05/0995	Approved	rural industry for water bottling	rural industry for water bottling	KUNGHUR	DevUnit	Council	2006-02-06 12:05:23.000	2006	41481	Roads	0.000000	15741.000000	-15741.000000
S94-04	S94-04 - Road Contribution Sector 13	DA05/1280	Approved	3 lot subdivision	3 lot subdivision	DOON DOON	DevUnit	Council	2007-01-11 10:04:29.000	2007	63880	Roads	0.000000	20743.000000	-20743.000000
S94-04	S94-04 - Road Contribution Sector 13	DA05/1367	Approved	two lot subdivision	two lot subdivision	PUMPENBIL	DevUnit	Council	2006-09-11 16:09:51.000	2006	29270	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0279	Approved	three (3) lot subdivision	three (3) lot subdivision	TYALGUM CREEK	DevUnit	Council	2006-10-23 09:20:54.000	2006	101463	Roads	0.000000	19350.000000	-19350.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0606	Approved	rural workers dwelling	rural workers dwelling	NUMINBAH	DevUnit	Council	2006-09-29 10:51:51.000	2006	70290	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0685	Approved	two lot subdivision	two lot subdivision	TYALGUM	DevUnit	Council	2006-11-23 14:08:59.000	2006	101923	Roads	10647.000000	10647.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0686	Approved	2 lot subdivision	2 lot subdivision	TYALGUM	DevUnit	Council	2006-09-15 08:37:07.000	2006	101923	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0786	Approved	boundary alteration	boundary alteration	CEDAR CREEK	DevUnit	Council	2007-02-19 11:53:00.000	2007	101927	Roads	10824.000000	10824.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0847	Approved	3 lot subdivision	3 lot subdivision	TYALGUM	DevUnit	Council	2007-03-30 07:37:21.000	2007	18618	Roads	0.000000	38700.000000	-38700.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/0868	Approved	establishment of a tourist accommodation for the erection of three (3) cabin buildings	establishment of a tourist accommodation for the erection of	LIMPINWOOD	DevUnit	Council	2006-12-11 09:59:13.000	2006	20624	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/1054	Approved	staged development application under Section 83(B) of the EP&A Act 1979 for a concept plan approval for a village and ancillary development and stage 1 works involving construction of access road to the village from Kyogle Road, construction of car parking area for 69 cars and 3 bus bays and a 3 lot subdivision	staged development application under Section 83(B) of the EP	KUNGHUR	DevUnit	Council	2009-06-29 00:00:00.000	2009	103649	Roads	0.000000	0.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA06/1316	Approved	farm shed and tourist cabin	farm shed and tourist cabin	CHILLINGHAM	DevUnit	Council	2007-06-06 00:00:00.000	2007	27486	Roads	0.000000	2886.000000	-2886.000000
S94-04	S94-04 - Road Contribution Sector 13	DA07/0158	Approved	two lot subdivision	two lot subdivision	BRAYS CREEK	DevUnit	Council	2007-05-10 08:46:47.000	2007	101654	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	DA07/0289	Approved	3 lot subdivision	3 lot subdivision	LIMPINWOOD	DevUnit	Council	2007-09-11 12:20:09.000	2007	103824	Roads	0.000000	30758.000000	-30758.000000
S94-04	S94-04 - Road Contribution Sector 13	DA07/0940	Approved	2 lot subdivision	2 lot subdivision	TYALGUM	DevUnit	Council	2007-12-21 15:03:18.000	2007	76640	Roads	13975.000000	13975.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA07/1104	Approved	self contained tourist accommodation and boundary adjustment	self contained tourist accommodation and boundary adjustment	CHILLINGHAM	DevUnit	Council	2008-10-16 07:57:06.000	2008	41323	Roads	0.000000	7665.000000	-7665.000000
S94-04	S94-04 - Road Contribution Sector 13	DA07/1261	Approved	health farm comprising four (4) cabins	health farm comprising four (4) cabins	MOUNT BURRELL	DevUnit	Council	2009-02-09 09:35:14.000	2009	11219	Roads	4539.000000	4539.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA08/0268	Approved	boundary adjustment	boundary adjustment	NUMINBAH	DevUnit	Council	2008-12-05 16:27:51.000	2008	70300	Roads	0.000000	15379.000000	-15379.000000
S94-04	S94-04 - Road Contribution Sector 13	DA08/0270	Approved	additions to dwelling for a decorative arts gallery and tea house	additions to dwelling for a decorative arts gallery and tea 	TYALGUM	DevUnit	Council	2008-06-25 09:15:46.000	2008	4020	Roads	0.000000	774.000000	-774.000000
S94-04	S94-04 - Road Contribution Sector 13	DA08/0305	Approved	two lots into three (3) lot subdivision	two lots into three (3) lot subdivision	KUNGHUR	DevUnit	Council	2009-02-09 15:01:15.000	2009	41481	Roads	14976.000000	14976.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA08/1001	Approved	resident's clubhouse, managers residence & associated facilities	resident's clubhouse, managers residence & associated facili	KUNGHUR	DevUnit	Council	2009-02-24 14:22:43.000	2009	102294	Roads	14976.000000	14976.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA08/1232	Approved	tourist accommodation incorporating three detached cabins	tourist accommodation incorporating three detached cabins	KUNGHUR	DevUnit	Council	2009-06-02 13:55:10.000	2009	62500	Roads	22995.000000	22995.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA09/0246	Approved	addition of an attached dwelling to create a dual occupancy	addition of an attached dwelling to create a dual occupancy	PUMPENBIL	DevUnit	Council	2009-06-24 13:19:28.000	2009	78000	Roads	0.000000	14976.000000	-14976.000000
S94-04	S94-04 - Road Contribution Sector 13	DA09/0494	Approved	two (2) lot subdivision	two (2) lot subdivision	BACK CREEK	DevUnit	Council	2010-03-01 12:20:04.000	2010	105797	Roads	0.000000	14610.050000	-14610.050000
S94-04	S94-04 - Road Contribution Sector 13	DA10/0530	Approved	two (2) lot subdivision	two (2) lot subdivision	MOUNT BURRELL	DevUnit	Council	2010-11-02 12:38:45.000	2010	8900	Roads	0.000000	12195.280000	-12195.280000
S94-04	S94-04 - Road Contribution Sector 13	DA11/0402	Approved	two (2) lot rural subdivision	two (2) lot rural subdivision	PUMPENBIL	DevUnit	Council	2011-10-27 11:42:55.000	2011	25040	Roads	0.000000	12277.980000	-12277.980000
S94-04	S94-04 - Road Contribution Sector 13	DA11/0564	Approved	tourist accommodation (three (3) cabins, caretakers residence, refreshment room and associated structures) in two (2) stages	tourist accommodation (three (3) cabins, caretakers residenc	COMMISSIONERS CREEK	DevUnit	Council	2012-05-22 10:36:13.000	2012	3864	Roads	22112.000000	26850.000000	-4738.000000
S94-04	S94-04 - Road Contribution Sector 13	DA11/0605	Approved	two (2) lot subdivision	two (2) lot subdivision	BRAYS CREEK	DevUnit	Council	2012-03-08 08:57:57.000	2012	106691	Roads	0.000000	12416.400000	-12416.400000
S94-04	S94-04 - Road Contribution Sector 13	DA12/0068	Approved	three (3) lot subdivision (2 residential and 1 agricultural lot)	three (3) lot subdivision (2 residential and 1 agricultural 	LIMPINWOOD	DevUnit	Council	2012-08-21 12:53:09.000	2012	9375	Roads	0.000000	16608.000000	-16608.000000
S94-04	S94-04 - Road Contribution Sector 13	DA12/0094	Approved	additions to existing refreshment room	additions to existing refreshment room	TYALGUM	DevUnit	Council	2012-06-21 16:27:52.000	2012	4026	Roads	5074.500000	6766.000000	-1691.500000
S94-04	S94-04 - Road Contribution Sector 13	DA12/0447	Approved	boundary alteration	boundary alteration	BYRRILL CREEK	DevUnit	Council	2013-02-06 10:07:28.000	2013	104440	Roads	0.000000	12423.680000	-12423.680000
S94-04	S94-04 - Road Contribution Sector 13	DA13/0009	Approved	staged works at property to enable a new house, conversion of existing house to a rural workers dwelling supporting equestrian facilities	staged works at property to enable a new house, conversion o	ZARA	DevUnit	Council	2013-05-16 14:18:37.000	2013	19993	Roads	16608.000000	16608.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA13/0297	Approved	additional outdoor seating for existing refreshment room	additional outdoor seating for existing refreshment room	TYALGUM	DevUnit	Council	2013-11-21 12:02:09.000	2013	4025	Roads	34007.000000	34007.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA14/0005	Approved	wedding functions ancillary to existing tourist accommodation	wedding functions ancillary to existing tourist accommodatio	LIMPINWOOD	DevUnit	Council	2014-05-07 15:22:41.000	2014	20624	Roads	0.000000	1294.000000	-1294.000000
S94-04	S94-04 - Road Contribution Sector 13	DA14/0189	Approved	change of use and use of three unlawful structures as a rural tourist facility	change of use and use of three unlawful structures as a rura	LIMPINWOOD	DevUnit	Council	2015-02-25 14:55:19.000	2015	108461	Roads	0.000000	27189.000000	-27189.000000
S94-04	S94-04 - Road Contribution Sector 13	DA14/0654	Approved	eco-tourist facility	eco-tourist facility	MOUNT BURRELL	DevUnit	Council	2015-06-30 10:13:09.000	2015	22987	Roads	0.000000	3215.000000	-3215.000000
S94-04	S94-04 - Road Contribution Sector 13	DA15/0585	Approved	site remediation and staged development comprising alterations and additions to existing building, use as a natural energy centre, industrial fabrication, cafe, showroom, office space, new shop and residence	site remediation and staged development comprising alteratio	TYALGUM	DevUnit	Council	2016-02-12 15:15:50.000	2016	4008	Roads	36440.580000	44932.380000	-8491.800000
S94-04	S94-04 - Road Contribution Sector 13	DA16/0100	Approved	2 lot subdivision	2 lot subdivision	KUNGHUR	DevUnit	Council	2016-05-31 14:10:37.000	2016	8720	Roads	0.000000	12423.680000	-12423.680000
S94-04	S94-04 - Road Contribution Sector 13	DA16/0180	Approved	eco tourist facility in 6 stages	eco tourist facility in 6 stages	PUMPENBIL	DevUnit	Council	2016-08-18 14:29:40.000	2016	16032	Roads	5388.000000	8142.000000	-2754.000000
S94-04	S94-04 - Road Contribution Sector 13	DA16/0579	Approved	alterations and additions to water bottling facility in two (2) stages	alterations and additions to water bottling facility in two 	KUNGHUR	DevUnit	Council	2016-11-18 11:16:37.000	2016	41481	Roads	0.000000	17738.400000	-17738.400000
S94-04	S94-04 - Road Contribution Sector 13	DA16/0695	Approved	2 lot subdivision	2 lot subdivision	MOUNT BURRELL	DevUnit	Council	2017-02-10 12:07:33.000	2017	105641	Roads	0.000000	9439.430000	-9439.430000
S94-04	S94-04 - Road Contribution Sector 13	DA19/0064	Approved	boundary adjustment	boundary adjustment	KUNGHUR	DevUnit	Council	2019-07-25 09:38:13.000	2019	19984	Roads	12064.710000	12064.710000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	DA19/0066	Approved	development of a restaurant, two retail shops, two office spaces and a residence within an existing building, car park and vegetation removal	development of a restaurant, two retail shops, two office sp	TYALGUM	DevUnit	Council	2019-09-11 12:32:16.000	2019	4027	Roads	68625.000000	88065.400000	-19440.400000
S94-04	S94-04 - Road Contribution Sector 13	DA19/0140	Approved	boundary adjustment	boundary adjustment	KUNGHUR	DevUnit	Council	2019-07-23 15:20:09.000	2019	19985	Roads	0.000000	12064.710000	-12064.710000
S94-04	S94-04 - Road Contribution Sector 13	DA19/0551	Approved	change of use of existing decommissioned  buildings to farm stay accommodation and rural workers dwelling	change of use of existing decommissioned  buildings to farm 	PUMPENBIL	DevUnit	Council	2020-03-10 10:58:08.000	2020	16034	Roads	0.000000	27129.000000	-27129.000000
S94-04	S94-04 - Road Contribution Sector 13	DA20/0083	Approved	rural workers dwelling	rural workers dwelling	BYRRILL CREEK	DevUnit	Council	2021-05-10 14:14:47.677	2021	2579	Roads	0.000000	12355.380000	-12355.380000
S94-04	S94-04 - Road Contribution Sector 13	DA21/0632	Approved	staged development comprising of swimming pool and deck (stage 1) and additions to existing dwelling and construction of a new dwelling to create an attached dual occupancy (stage 2)	staged development comprising of swimming pool and deck (sta	PUMPENBIL	DevUnit	Council	2022-11-28 15:00:53.870	2022	104307	Roads	4014.000000	4014.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	K00/0450	Approved	2 lot subdivision	2 lot subdivision	PUMPENBIL	DevUnit	Council	2000-08-23 00:00:00.000	2000	11316	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	K99/0986	Approved	application for 2 lot rural subdivision	application for 2 lot rural subdivision	EUNGELLA	DevUnit	Council	1999-09-16 00:00:00.000	1999	17779	Roads	0.000000	10824.000000	-10824.000000
S94-04	S94-04 - Road Contribution Sector 13	S94/0070	Approved	rural subdivision 70 allotments	rural subdivision 70 allotments	KUNGHUR	DevUnit	Council	1996-05-31 00:00:00.000	1996	80580	Roads	0.000000	0.000000	0.000000
S94-04	S94-04 - Road Contribution Sector 13	S95/0040	Approved	8 lot rural subdivision	8 lot rural subdivision	PUMPENBIL	DevUnit	Council	1995-09-27 00:00:00.000	1995	44846	Roads	0.000000	22774.140000	-22774.140000
S94-04	S94-04 - Road Contribution Sector 13	S96/0008	Approved	15 lot subdivision	15 lot subdivision	PUMPENBIL	DevUnit	Council	1996-08-30 00:00:00.000	1996	44846	Roads	0.000000	73439.100000	-73439.100000
S94-04	S94-04 - Road Contribution Sector 13	S96/0019	Approved	4 lot rural subdivision	4 lot rural subdivision	TYALGUM	DevUnit	Council	1996-07-15 00:00:00.000	1996	33448	Roads	0.000000	31987.000000	-31987.000000
S94-04	S94-04 - Road Contribution Sector 13	S96/0126	Approved	10 lot rural subdivision	10 lot rural subdivision	TYALGUM CREEK	DevUnit	Council	1997-04-17 00:00:00.000	1997	45776	Roads	0.000000	6000.000000	-6000.000000
S94-04	S94-04 - Road Contribution Sector 13	S97/0078	Approved	four (4) lot rural subdivision	four (4) lot rural subdivision	HOPKINS CREEK	DevUnit	Council	1997-12-04 00:00:00.000	1997	7415	Roads	0.000000	21648.000000	-21648.000000
S94-05	S94-05 - Casual Open Space (Local)	0210/2001DA	Approved	two (2) lot residential subdivision	two (2) lot residential subdivision	BANORA POINT	DevUnit	Council	2001-08-31 00:00:00.000	2001	1332	Open Space	0.000000	167.000000	-167.000000
S94-05	S94-05 - Casual Open Space (Local)	0429/2001DA	Approved	the demolition of an existing dwelling and erection of a multi-dwelling housing development comprising 4 dwellings	the demolition of an existing dwelling and erection of a mul	KINGSCLIFF	DevUnit	Council	2001-10-30 00:00:00.000	2001	11851	Open Space	109.000000	109.000000	0.000000
S94-05	S94-05 - Casual Open Space (Local)	0477/2001DA	Approved	the erection of a multi-dwelling housing development comprising 3x3 bedroom dwellings	the erection of a multi-dwelling housing development compris	TWEED HEADS	DevUnit	Council	2001-12-06 00:00:00.000	2001	7191	Open Space	0.000000	160.000000	-160.000000
